year,price,km_traveled,tax,engineSize,km_per_liters,model,transmission,fuel_type
1996,7400,65982.94,165,1.6,29.292421600000004,2500 Regular Cab,Automatic,Diesel
2012,4995,2457.46218,150,2.0,29.334936000000003,Express 3500 Passenger,Other,Diesel
2015,9000,25717.2532,0,1.5,24.658352,SS,Manual,Petrol
1996,18690,34018.22892,30,1.3,24.020636,Impala,Manual,Diesel
1998,23995,86669.39636,0,1.3,32.4384872,Corvette,Semi-Auto,Hybrid
2010,7500,103264.91043999999,135,1.3,32.4384872,Avalanche,Other,Hybrid
2004,6795,31996.89788,0,3.0,29.334936000000003,Cavalier,Other,Hybrid
2007,13965,83812.81786,260,1.8,31.588199200000002,Cobalt,Automatic,Hybrid
2017,15250,29465.40606,150,1.5,33.373804,Camaro,Manual,Petrol
2014,16950,77494.54902,0,1.0,28.059504,Impala,Manual,Diesel
1993,11000,20728.2992,260,1.8,23.552977600000002,G-Series G30,Automatic,Hybrid
2008,7750,37104.94304,20,1.0,33.161232,Malibu,Other,Other
1996,16299,10637.7374,145,1.2,25.040981600000002,2500 Regular Cab,Automatic,Diesel
1999,27999,76413.07254,145,1.5,25.040981600000002,Express 1500 Passenger,Manual,Diesel
2012,20995,5779.13994,30,2.0,17.175817600000002,Avalanche,Other,Hybrid
2007,13895,47306.5493,30,1.0,28.6121912,Tahoe,Other,Hybrid
2008,11895,42742.46106,30,1.3,31.588199200000002,Impala,Manual,Diesel
2000,29300,5412.21042,0,1.0,24.530808800000003,Corvette,Semi-Auto,Hybrid
1995,8298,26631.35832,135,1.5,17.643476,Camaro,Manual,Petrol
2006,6790,34029.4943,0,1.5,29.292421600000004,Aveo,Other,Diesel
1995,12495,78857.66,135,1.8,33.161232,Astro Passenger,Manual,Other
2012,5999,73648.22642,0,1.0,23.382920000000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2012,19965,19510.02882,30,1.0,26.6990432,Captiva Sport,Manual,Other
2019,11690,14162.192,30,1.2,31.588199200000002,Cruze,Automatic,Hybrid
1996,6875,48722.7685,145,1.8,36.3923264,Camaro,Manual,Petrol
2017,10395,64626.26638,0,2.4,25.5511544,SS,Manual,Petrol
2014,17628,64745.35754,135,1.5,32.4384872,Camaro,Manual,Petrol
2010,11000,38464.83534,30,1.5,24.4882944,Silverado 1500 Extended Cab,Manual,Petrol
2020,15000,28968.12,135,1.0,20.3643976,Equinox,Manual,Diesel
1997,16995,64383.25604,145,1.5,29.292421600000004,Venture Passenger,Manual,Hybrid
2011,7495,4396.71688,20,1.0,21.4272576,Colorado Extended Cab,Manual,Other
2010,7995,5117.7012,145,1.8,36.3923264,Tahoe,Other,Hybrid
2005,11498,19120.56854,30,1.2,16.240500800000003,Corvette,Semi-Auto,Hybrid
2011,8995,36644.6718,0,1.0,21.8524016,Aveo,Other,Diesel
1996,17900,31726.52876,0,1.3,34.3091208,Corsica,Semi-Auto,Hybrid
2001,8400,7348.24644,145,1.2,57.181868,S10 Extended Cab,Automatic,Diesel
2015,17995,44913.46072,0,1.0,29.334936000000003,Silverado 2500 HD Crew Cab,Manual,Diesel
2008,7888,4395.10754,125,1.0,25.040981600000002,Uplander Cargo,Semi-Auto,Other
2000,21490,56326.9,30,1.0,33.161232,Express 2500 Cargo,Automatic,Petrol
2014,7495,57525.8583,145,1.0,20.3643976,Impala Limited,Semi-Auto,Hybrid
2009,14695,5457.27194,145,1.0,25.5511544,Express 3500 Passenger,Other,Diesel
2003,18991,21413.87804,145,1.0,28.6121912,Avalanche 1500,Other,Other
2018,22490,9065.41222,145,1.0,23.382920000000002,Suburban 3500HD,Semi-Auto,Diesel
1999,12675,58665.27102,135,2.5,29.292421600000004,Silverado 2500 HD Extended Cab,Other,Diesel
1997,9990,84255.38636,125,1.8,20.3643976,3500 Extended Cab,Manual,Other
2000,12800,32153.00386,135,1.5,25.040981600000002,S10 Extended Cab,Automatic,Diesel
2004,8695,34076.16516,140,2.0,29.292421600000004,Blazer,Other,Hybrid
1993,13000,6693.24506,30,2.0,31.588199200000002,Camaro,Manual,Petrol
2015,11795,21138.6809,145,1.8,28.6121912,Silverado 1500 Double Cab,Automatic,Petrol
2016,33892,37178.97268,0,1.5,29.292421600000004,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2004,10000,83283.345,30,1.0,20.3643976,SSR,Other,Petrol
2016,7481,28622.1119,0,1.6,29.334936000000003,SS,Manual,Petrol
2011,7998,9472.57524,145,1.2,33.161232,Express 2500 Passenger,Automatic,Other
2002,8480,10520.25558,145,1.5,25.040981600000002,Tahoe,Other,Hybrid
1994,10970,32180.36264,145,1.3,32.481001600000006,Camaro,Manual,Petrol
2009,9240,51959.15124,20,1.5,17.643476,TrailBlazer,Other,Petrol
2005,7698,15766.70398,30,1.8,25.040981600000002,Express 1500 Cargo,Semi-Auto,Other
2015,22975,43088.46916,150,1.8,21.0871424,Corvette,Semi-Auto,Hybrid
2015,7995,37899.957,30,2.0,20.3643976,Traverse,Other,Petrol
2009,12498,141058.651,145,1.0,20.0242824,Silverado 1500 Extended Cab,Manual,Petrol
2003,9799,51498.88,0,2.5,15.390212800000002,Impala,Manual,Diesel
2003,19490,29132.27268,200,1.5,17.643476,S10 Extended Cab,Automatic,Diesel
2006,10995,24503.81084,0,2.0,25.040981600000002,Silverado 3500 Extended Cab,Automatic,Petrol
1995,12985,31282.35092,125,1.0,14.667468000000001,Astro Cargo,Semi-Auto,Hybrid
1993,8992,16202.83512,145,1.0,31.588199200000002,S10 Blazer,Semi-Auto,Other
2001,8475,8207.634,30,1.0,36.562384,Express 1500 Passenger,Manual,Diesel
2018,8900,29170.89684,0,1.8,17.9410768,Camaro,Manual,Petrol
2002,26700,12874.72,125,1.0,20.3643976,Camaro,Manual,Petrol
2011,7000,53158.10954,145,1.3,34.3091208,Equinox,Manual,Diesel
2016,11295,3366.73928,160,1.0,25.040981600000002,Corvette,Semi-Auto,Hybrid
2003,16200,3622.62434,135,1.5,29.334936000000003,Astro Cargo,Semi-Auto,Hybrid
2003,8395,26412.48808,265,1.0,29.334936000000003,Silverado 3500 Crew Cab,Semi-Auto,Other
1996,13290,33796.14,30,2.5,29.334936000000003,3500 Regular Cab,Semi-Auto,Other
1998,25490,22440.63696,260,2.5,27.931960800000002,Suburban 1500,Semi-Auto,Hybrid
1998,21995,13584.43894,135,1.0,19.6841672,Lumina,Automatic,Petrol
2019,25998,15716.81444,140,1.0,29.292421600000004,Corvette,Semi-Auto,Hybrid
2007,9798,81608.02206,145,1.3,24.020636,Corvette,Semi-Auto,Hybrid
2016,6390,3930.00828,0,1.3,40.0060504,Cruze Limited,Semi-Auto,Diesel
2019,16998,16564.93662,30,1.3,17.643476,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2019,11698,64433.14558,0,1.8,29.292421600000004,Suburban,Other,Petrol
1998,9495,55895.59688,135,1.8,29.292421600000004,Blazer,Other,Hybrid
2007,7190,32854.6761,30,1.0,24.020636,Silverado (Classic) 2500 HD Crew Cab,Automatic,Hybrid
1998,20998,40478.11968,145,1.2,36.562384,Venture Cargo,Automatic,Hybrid
2019,9950,44229.491219999996,145,1.5,25.040981600000002,Express 3500 Passenger,Other,Diesel
1992,8250,28606.0185,135,1.0,20.0242824,Camaro,Manual,Petrol
2004,9688,31786.07434,200,1.5,29.292421600000004,Silverado 2500 Extended Cab,Manual,Diesel
1992,12250,52482.18674,150,1.8,24.658352,Cavalier,Other,Hybrid
2014,7495,80853.2416,0,1.0,18.493764000000002,Camaro,Manual,Petrol
2003,6500,16421.70536,150,1.0,20.3643976,Monte Carlo,Semi-Auto,Hybrid
1999,11895,33678.65818,0,1.8,29.292421600000004,Express 1500 Cargo,Semi-Auto,Other
1992,9717,50362.68596,145,1.3,28.484648,S10 Regular Cab,Manual,Other
1999,9940,4699.2728,150,1.0,16.665644800000003,Express 3500 Passenger,Other,Diesel
2005,6491,3806.0891,125,1.8,24.530808800000003,Silverado 3500 Crew Cab,Semi-Auto,Other
1995,7498,20921.42,145,1.8,36.562384,2500 Extended Cab,Other,Diesel
2002,7998,108971.63008,0,0.0,26.6990432,Astro Cargo,Semi-Auto,Hybrid
1995,8495,12866.6733,0,1.3,21.0871424,Lumina,Automatic,Petrol
1999,11392,9308.422559999999,0,1.0,24.020636,Venture Cargo,Automatic,Hybrid
1996,7998,12192.35984,150,1.5,30.780425600000004,Express 3500 Passenger,Other,Diesel
2003,12990,15258.15254,150,1.2,30.0151664,Express 2500 Passenger,Automatic,Other
2002,6995,18565.34624,145,1.5,21.8524016,Malibu,Other,Other
1998,5995,5005.0474,30,1.3,28.6121912,Astro Passenger,Manual,Other
2001,7795,16312.27024,0,1.0,15.390212800000002,Silverado 3500 Regular Cab,Manual,Hybrid
2000,9498,53314.21552,150,1.5,27.2942448,Venture Passenger,Manual,Hybrid
2003,6380,6237.80184,20,1.8,29.292421600000004,TrailBlazer,Other,Petrol
2008,8999,57345.61222,30,1.5,28.6121912,Express 2500 Cargo,Automatic,Petrol
2010,7000,31140.729,145,1.5,19.386566400000003,Equinox,Manual,Diesel
2003,20495,20921.42,30,1.2,29.334936000000003,Silverado 1500 Extended Cab,Manual,Petrol
2007,18802,38305.51068,145,1.0,23.552977600000002,TrailBlazer,Other,Petrol
2007,20499,99779.08,150,1.5,31.588199200000002,Express 2500 Passenger,Automatic,Other
2007,10499,38229.8717,0,1.3,24.530808800000003,Express 3500 Cargo,Manual,Other
2011,14990,35827.12708,135,1.0,23.382920000000002,Express 1500 Passenger,Manual,Diesel
1999,8998,3299.147,0,1.5,30.780425600000004,Express 1500 Cargo,Semi-Auto,Other
2017,13995,17726.8801,150,1.2,30.0151664,Silverado 1500 Crew Cab,Other,Hybrid
1997,26980,45061.52,135,1.0,21.8524016,Astro Passenger,Manual,Other
2019,11575,107825.78,150,1.2,29.334936000000003,Express 2500 Cargo,Automatic,Petrol
1994,22498,29795.32076,150,2.2,25.5511544,3500 Regular Cab,Semi-Auto,Other
2000,12240,58184.07836,150,1.8,20.0242824,Venture Passenger,Manual,Hybrid
2012,7750,58097.174,0,1.5,23.382920000000002,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2002,6795,41480.7385,160,1.0,21.8524016,Cavalier,Other,Hybrid
2007,7991,34076.16516,0,1.3,29.292421600000004,Silverado 3500 HD Regular Cab,Other,Diesel
2009,9995,48664.83226,20,1.3,24.020636,Suburban 1500,Semi-Auto,Hybrid
2012,19999,201167.5,30,2.0,30.780425600000004,Impala,Manual,Diesel
1993,7995,84794.51526,0,1.3,36.3923264,2500 Extended Cab,Other,Diesel
2003,5995,230135.62,145,1.2,24.658352,Silverado 3500 Extended Cab,Automatic,Petrol
2019,15450,420.03774,150,1.5,20.3643976,Volt,Automatic,Hybrid
2013,23980,15505.9909,145,1.0,25.5511544,Traverse,Other,Petrol
1995,10981,39723.33922,135,1.3,29.292421600000004,Caprice Classic,Manual,Other
2002,6191,16853.00848,0,1.5,24.530808800000003,Silverado 1500 HD Crew Cab,Semi-Auto,Other
1997,9495,116033.414,145,3.0,29.292421600000004,3500 Regular Cab,Semi-Auto,Other
2002,7051,74399.7882,150,1.8,24.4882944,Avalanche 1500,Other,Other
2011,10995,23864.90286,265,1.8,99.90884000000001,Silverado 1500 Crew Cab,Other,Hybrid
2010,7985,35236.4993,30,1.5,20.3643976,Equinox,Manual,Diesel
2005,5500,186683.44,150,1.6,22.532632,Express 1500 Passenger,Manual,Diesel
1995,13498,100649.73294,145,1.0,25.040981600000002,Lumina Passenger,Other,Petrol
1999,7495,26948.3983,145,1.8,29.334936000000003,1500 Extended Cab,Manual,Other
1994,7975,30751.26872,135,1.8,29.334936000000003,2500 Extended Cab,Other,Diesel
2018,9990,44261.67802,150,2.0,33.373804,Equinox,Manual,Diesel
1997,24995,33620.72194,30,1.2,20.704512800000003,Express 2500 Passenger,Automatic,Other
1994,9999,86897.92264,135,1.5,24.658352,G-Series G10,Other,Other
2010,18796,14723.85166,145,1.5,32.4384872,HHR,Automatic,Petrol
2002,9995,90826.32158,0,1.8,29.334936000000003,Silverado 2500 HD Regular Cab,Automatic,Other
1996,25650,5648.7834,0,1.8,17.643476,Beretta,Semi-Auto,Other
1996,15293,60791.20916,125,1.0,33.161232,1500 Extended Cab,Manual,Other
2013,9995,30353.761739999998,150,1.0,29.334936000000003,Captiva Sport,Manual,Other
1993,10295,85652.29348,145,1.0,24.658352,Lumina APV,Semi-Auto,Other
1994,8500,19791.66332,0,1.3,16.665644800000003,Lumina Passenger,Other,Petrol
2006,8295,40610.08556,145,1.5,24.020636,Express 2500 Cargo,Automatic,Petrol
2003,7995,84461.38188,0,1.8,29.334936000000003,Silverado 3500 Crew Cab,Semi-Auto,Other
2005,9370,86904.36,0,2.4,32.4384872,Silverado 3500 Crew Cab,Semi-Auto,Other
2003,6700,44950.47554,145,1.5,31.588199200000002,Blazer,Other,Hybrid
2002,7633,72788.83886,145,1.0,27.2942448,Express 3500 Passenger,Other,Diesel
2010,9495,49028.5431,20,2.5,33.161232,Colorado Extended Cab,Manual,Other
2012,8250,21080.74466,20,1.2,20.3643976,Silverado 3500 HD Crew Cab,Semi-Auto,Hybrid
1997,11890,13125.777039999999,30,1.8,24.530808800000003,S10 Extended Cab,Automatic,Diesel
2011,7995,24239.87908,30,1.2,20.0242824,Express 2500 Cargo,Automatic,Petrol
2018,7495,65387.4842,0,1.0,31.588199200000002,Impala,Manual,Diesel
2005,6060,62962.20882,145,1.5,33.161232,Tahoe,Other,Hybrid
2006,12295,117422.27442,0,1.8,24.020636,Colorado Crew Cab,Semi-Auto,Hybrid
2002,7568,57558.0451,135,1.8,20.3643976,Tracker,Other,Diesel
2010,18495,28755.68712,145,1.8,25.040981600000002,Express 2500 Passenger,Automatic,Other
1999,4695,19202.64488,30,1.5,24.530808800000003,Venture Passenger,Manual,Hybrid
2012,8298,55647.75852,145,1.0,26.6990432,Traverse,Other,Petrol
2002,11995,3818.96382,145,1.8,25.040981600000002,Prizm,Automatic,Hybrid
1997,6100,78714.42874,145,1.0,24.530808800000003,2500 Regular Cab,Automatic,Diesel
1996,31790,93333.6733,145,1.8,21.0871424,Caprice Classic,Manual,Other
2002,7290,10570.14512,0,1.4,24.658352,Silverado 2500 Regular Cab,Automatic,Petrol
2008,25995,28657.51738,0,1.2,17.643476,Silverado 1500 Extended Cab,Manual,Petrol
2008,7150,2414.0099999999998,0,1.2,36.3923264,Equinox,Manual,Diesel
2007,11690,32204.50274,145,2.5,15.390212800000002,Silverado (Classic) 2500 HD Extended Cab,Semi-Auto,Other
1996,7700,52213.42696,0,1.5,24.020636,Suburban 2500,Automatic,Petrol
2019,11850,3645.1551,145,2.0,25.040981600000002,Express 2500 Passenger,Automatic,Other
1995,8695,32677.6487,30,1.3,31.588199200000002,Cavalier,Other,Hybrid
2019,12675,126893.24032,125,1.0,33.373804,Spark,Manual,Petrol
1995,24999,22326.37382,145,1.0,33.373804,2500 Regular Cab,Automatic,Diesel
1998,13590,60018.725959999996,145,1.0,29.292421600000004,Astro Passenger,Manual,Other
2018,10495,15610.598,325,1.8,29.292421600000004,Suburban 3500HD,Semi-Auto,Diesel
1995,9295,24339.65816,200,1.0,24.020636,2500 Regular Cab,Automatic,Diesel
1998,9995,3347.4272,145,1.8,23.552977600000002,Malibu,Other,Other
2003,25990,20670.36296,145,1.5,20.0242824,Silverado 2500 HD Regular Cab,Automatic,Other
2003,27495,23898.699,125,1.8,25.040981600000002,Venture Cargo,Automatic,Hybrid
2016,7200,43096.51586,150,1.5,24.530808800000003,Suburban 3500HD,Semi-Auto,Diesel
2018,6998,60807.30256,0,1.8,24.530808800000003,Silverado 2500 HD Regular Cab,Automatic,Other
2005,16999,18566.95558,0,1.5,1.1904032,Uplander Cargo,Semi-Auto,Other
2018,24998,5217.48028,145,1.0,24.658352,Suburban 3500HD,Semi-Auto,Diesel
1993,10790,160.934,150,1.0,30.780425600000004,Lumina APV,Semi-Auto,Other
2011,9990,1609.34,145,2.0,23.382920000000002,Silverado 3500 HD Extended Cab,Automatic,Other
2005,10500,18803.52856,150,1.8,28.484648,Express 3500 Cargo,Manual,Other
1999,9595,25265.02866,150,1.0,21.8524016,Lumina,Automatic,Petrol
2000,9495,79047.56212,145,2.0,24.530808800000003,S10 Regular Cab,Manual,Other
2014,7995,29215.95836,0,1.8,21.0871424,Corvette,Semi-Auto,Hybrid
2007,14950,61154.92,140,1.0,14.114780800000002,Express 3500 Cargo,Manual,Other
2011,11990,11764.2754,260,1.6,23.382920000000002,Silverado 1500 Extended Cab,Manual,Petrol
2006,13330,47028.13348,30,1.5,25.040981600000002,Malibu,Other,Other
2016,8498,55050.69338,145,1.3,23.382920000000002,Sonic,Manual,Hybrid
1999,12491,32320.375219999998,150,1.5,23.382920000000002,Tracker,Other,Diesel
2004,10600,23683.04744,145,1.8,22.6601752,Aveo,Other,Diesel
1997,19995,9857.2075,0,1.0,23.0853192,Suburban 1500,Semi-Auto,Hybrid
2004,17498,65509.79404,140,1.0,30.780425600000004,Silverado 2500 HD Crew Cab,Manual,Diesel
1993,12990,56738.89104,145,3.0,33.161232,Lumina APV,Semi-Auto,Other
1996,7698,1786.3674,160,1.0,30.780425600000004,Beretta,Semi-Auto,Other
2001,8490,8.0467,145,2.5,33.373804,S10 Crew Cab,Semi-Auto,Diesel
2006,20388,23493.14532,0,1.8,36.562384,Malibu,Other,Other
2009,12995,50082.6608,140,1.2,17.643476,Colorado Crew Cab,Semi-Auto,Hybrid
2010,7795,60229.5495,135,2.0,24.020636,Silverado 2500 HD Extended Cab,Other,Diesel
1993,13698,86883.43858,135,2.0,24.020636,Sportvan G10,Semi-Auto,Other
1998,11990,8225.33674,150,1.0,23.382920000000002,1500 Regular Cab,Manual,Other
2002,11995,49543.5319,150,1.0,29.334936000000003,Avalanche 2500,Semi-Auto,Petrol
2002,15998,71615.63,0,1.0,29.334936000000003,Tahoe,Other,Hybrid
1997,10000,18755.24836,145,1.8,24.020636,Camaro,Manual,Petrol
2000,12290,27551.9008,145,1.0,29.334936000000003,Express 3500 Cargo,Manual,Other
2013,12499,10544.39568,145,1.5,24.020636,Tahoe,Other,Hybrid
2014,7450,42810.05334,140,1.0,30.780425600000004,Spark EV,Manual,Petrol
2010,9400,20921.42,145,1.8,32.4384872,Silverado 1500 Extended Cab,Manual,Petrol
2009,13495,20361.36968,0,1.0,27.8894464,Impala,Manual,Diesel
2018,8950,24214.12964,150,1.3,33.373804,Trax,Semi-Auto,Diesel
2008,12386,39592.98268,150,1.3,29.292421600000004,Silverado 1500 Crew Cab,Other,Hybrid
2011,8998,46593.61168,0,2.0,29.334936000000003,Suburban 1500,Semi-Auto,Hybrid
2019,7695,43321.82346,125,1.5,24.658352,Tahoe,Other,Hybrid
2001,13500,78857.66,0,2.0,30.780425600000004,Cavalier,Other,Hybrid
2005,3495,25892.67126,145,1.5,20.3643976,Uplander Passenger,Manual,Other
1996,6895,38073.76572,135,1.0,24.020636,1500 Extended Cab,Manual,Other
2005,9798,3273.39756,260,1.0,25.040981600000002,Silverado 3500 Regular Cab,Manual,Hybrid
1994,16000,3405.36344,150,1.0,28.484648,Astro Passenger,Manual,Other
2012,10761,14208.86286,145,1.5,24.530808800000003,Colorado Extended Cab,Manual,Other
2003,7480,14109.08378,145,1.0,24.020636,Astro Passenger,Manual,Other
1995,7995,15122.96798,0,1.0,24.020636,Sportvan G20,Semi-Auto,Hybrid
1992,7298,30490.55564,0,1.8,23.382920000000002,G-Series G30,Automatic,Hybrid
2005,16995,68816.98774,0,1.0,29.292421600000004,Suburban 2500,Automatic,Petrol
2016,44995,82465.80028,145,1.8,32.481001600000006,Silverado 1500 Double Cab,Automatic,Petrol
2004,19490,116033.414,30,1.3,29.334936000000003,Colorado Crew Cab,Semi-Auto,Hybrid
2020,9595,26697.34126,0,1.5,24.4882944,Suburban,Other,Petrol
2003,20550,21809.77568,0,1.2,24.020636,Tahoe,Other,Hybrid
2007,30000,35996.10778,0,1.0,31.588199200000002,Silverado (Classic) 2500 HD Crew Cab,Automatic,Hybrid
2001,9990,73047.9426,260,2.5,23.382920000000002,Impala,Manual,Diesel
1992,9000,16093.4,145,1.8,29.292421600000004,G-Series G20,Manual,Other
1993,6995,52469.31202,145,1.0,40.0060504,Lumina APV,Semi-Auto,Other
1992,13790,56489.44334,0,1.5,24.020636,G-Series G10,Other,Other
2003,6490,8024.16924,145,1.5,18.1961632,Impala,Manual,Diesel
2020,17998,22855.84668,145,1.8,24.4882944,Silverado 1500 Crew Cab,Other,Hybrid
2019,22995,34739.21324,150,1.0,29.334936000000003,Express 3500 Cargo,Manual,Other
1997,6245,10140.45134,0,1.5,14.667468000000001,Express 1500 Passenger,Manual,Diesel
2002,10499,17593.30488,145,1.8,23.552977600000002,Camaro,Manual,Petrol
2014,7980,37454.16982,145,1.3,20.3643976,Captiva Sport,Manual,Other
2000,10998,6175.03758,0,1.5,30.780425600000004,S10 Regular Cab,Manual,Other
2011,8799,104600.66264,150,1.0,31.588199200000002,Silverado 1500 Crew Cab,Other,Hybrid
2014,7395,23739.37434,125,1.3,24.020636,SS,Manual,Petrol
2014,7495,22208.892,135,1.5,32.4384872,Impala Limited,Semi-Auto,Hybrid
2004,6950,22739.9742,150,1.0,57.181868,Suburban 2500,Automatic,Petrol
1993,11750,40952.87498,145,1.8,18.1961632,Corsica,Semi-Auto,Hybrid
1994,6595,59392.6927,145,1.0,33.161232,3500 Crew Cab,Semi-Auto,Petrol
2000,20990,4119.9104,0,1.0,36.562384,3500 Crew Cab,Semi-Auto,Petrol
1992,9490,28250.35436,150,1.0,27.2942448,Astro Cargo,Semi-Auto,Hybrid
1997,8490,18171.05794,145,2.5,29.292421600000004,2500 Regular Cab,Automatic,Diesel
2004,22000,60018.725959999996,145,1.8,31.588199200000002,Classic,Other,Other
2017,6490,18031.04536,145,1.5,24.020636,Silverado 2500 HD Crew Cab,Manual,Diesel
2000,11984,41250.60288,135,1.8,25.5511544,Camaro,Manual,Petrol
2002,10995,20853.82772,140,1.0,17.643476,Silverado 3500 Regular Cab,Manual,Hybrid
2020,15495,19043.32022,0,1.0,36.3923264,Tahoe,Other,Hybrid
2009,8655,4251.87628,30,1.8,24.658352,Aveo,Other,Diesel
2015,8995,64626.26638,140,1.0,28.484648,Silverado 3500 HD Regular Cab,Other,Diesel
1999,10499,26119.5882,140,2.5,32.4384872,Silverado 2500 Regular Cab,Automatic,Petrol
2015,17500,32521.54272,145,1.0,20.0242824,Silverado 1500 Double Cab,Automatic,Petrol
1996,11500,12749.19148,150,1.0,25.040981600000002,Suburban 2500,Automatic,Petrol
2018,7710,4459.48114,0,1.5,26.6990432,Traverse,Other,Petrol
2020,23448,80520.10822,145,1.0,36.3923264,Spark,Manual,Petrol
2019,12000,31543.064,0,2.4,20.3643976,Silverado 2500 HD Regular Cab,Automatic,Other
1996,9991,16.0934,145,2.4,27.931960800000002,Monte Carlo,Semi-Auto,Hybrid
2003,6752,46418.19362,145,1.0,25.040981600000002,Avalanche 1500,Other,Other
2004,13000,1221.4890599999999,0,2.4,29.334936000000003,Colorado Extended Cab,Manual,Other
2004,28495,41842.84,145,1.2,36.562384,Colorado Crew Cab,Semi-Auto,Hybrid
1995,17998,63988.96774,135,1.3,29.334936000000003,Sportvan G30,Automatic,Petrol
2016,7795,43379.7597,160,1.0,29.334936000000003,Suburban,Other,Petrol
2008,17650,62976.69288,145,1.0,25.040981600000002,Corvette,Semi-Auto,Hybrid
2015,18495,31224.414679999998,150,1.8,33.373804,Corvette,Semi-Auto,Hybrid
2007,11500,1609.34,135,1.0,33.161232,Uplander Passenger,Manual,Other
1997,8300,15330.57284,145,1.5,32.4384872,1500 Regular Cab,Manual,Other
1999,7495,103802.43,0,1.0,36.3923264,S10 Regular Cab,Manual,Other
2013,12290,42872.8176,135,1.0,23.382920000000002,Malibu,Other,Other
2017,7990,10639.346739999999,265,1.5,29.334936000000003,Suburban,Other,Petrol
2012,7250,8659.85854,145,1.0,20.3643976,Colorado Extended Cab,Manual,Other
2011,7495,34563.79518,0,1.3,22.2350312,Express 3500 Cargo,Manual,Other
2007,26999,26393.176,145,1.8,32.4384872,Silverado 3500 HD Extended Cab,Automatic,Other
2014,12690,48236.74782,145,1.8,28.6121912,Express 3500 Passenger,Other,Diesel
2014,6385,41817.09056,140,1.0,29.334936000000003,Equinox,Manual,Diesel
2003,23490,241.401,125,1.0,25.040981600000002,Silverado 2500 Extended Cab,Manual,Diesel
1992,13490,49020.496399999996,135,1.2,20.0242824,Blazer,Other,Hybrid
1995,9998,19883.3957,145,1.5,29.292421600000004,Astro Cargo,Semi-Auto,Hybrid
2011,9895,10639.346739999999,145,1.5,26.6990432,Impala,Manual,Diesel
2002,20750,76121.782,135,1.0,29.334936000000003,Silverado 1500 HD Crew Cab,Semi-Auto,Other
1997,11990,90246.95918,145,1.8,31.588199200000002,Express 3500 Passenger,Other,Diesel
2006,10500,39774.8381,30,1.5,25.040981600000002,Express 1500 Passenger,Manual,Diesel
2018,7795,136793.9,30,1.3,31.588199200000002,Colorado Extended Cab,Manual,Other
2011,10790,1792.80476,20,1.5,22.2350312,Silverado 3500 HD Regular Cab,Other,Diesel
1995,16795,24338.04882,200,1.5,12.796834400000002,S10 Extended Cab,Automatic,Diesel
2009,13000,3545.37602,135,1.5,20.3643976,Silverado 2500 HD Extended Cab,Other,Diesel
2019,10995,16093.4,0,1.5,33.161232,Volt,Automatic,Hybrid
1992,8490,50283.8283,150,1.0,24.020636,Sportvan G30,Automatic,Petrol
1992,6490,29162.85014,150,2.5,36.3923264,S10 Blazer,Semi-Auto,Other
2004,9595,171346.4298,145,1.0,30.0151664,Impala,Manual,Diesel
1992,9491,19458.52994,0,1.5,29.334936000000003,3500 Crew Cab,Semi-Auto,Petrol
2001,14495,6173.42824,0,1.0,30.0151664,Silverado 1500 Regular Cab,Semi-Auto,Hybrid
2016,20000,72090.3853,150,1.5,29.334936000000003,Impala Limited,Semi-Auto,Hybrid
2009,14995,10309.43204,135,1.0,14.114780800000002,Equinox,Manual,Diesel
2015,13298,25408.25992,0,1.8,25.5511544,Express 2500 Cargo,Automatic,Petrol
2011,11295,150206.13956,0,1.5,16.665644800000003,Cruze,Automatic,Hybrid
2001,7500,7182.48442,150,1.0,20.3643976,Silverado 1500 HD Crew Cab,Semi-Auto,Other
2001,8400,23168.05864,135,2.0,17.9410768,Silverado 2500 HD Extended Cab,Other,Diesel
2019,11975,10666.70552,20,1.0,25.040981600000002,Suburban 3500HD,Semi-Auto,Diesel
2004,21450,8529.502,330,1.8,29.334936000000003,Colorado Extended Cab,Manual,Other
2001,36450,47098.94444,125,1.8,36.3923264,S10 Extended Cab,Automatic,Diesel
2000,7695,31964.71108,0,1.5,30.780425600000004,2500 Crew Cab,Other,Hybrid
2004,12295,56547.37958,150,1.5,36.562384,Silverado 2500 HD Extended Cab,Other,Diesel
2019,12695,10195.1689,135,1.3,25.040981600000002,Silverado 1500 LD Double Cab,Automatic,Diesel
2005,7995,29888.66248,150,1.0,30.780425600000004,Express 3500 Cargo,Manual,Other
1995,9995,31420.75416,145,2.5,24.658352,2500 Extended Cab,Other,Diesel
2009,12295,7367.55852,10,1.0,22.532632,Corvette,Semi-Auto,Hybrid
2009,11590,23728.10896,150,1.2,24.530808800000003,Cobalt,Automatic,Hybrid
1997,7495,26657.10776,145,1.0,29.334936000000003,Corvette,Semi-Auto,Hybrid
1998,14995,31227.63336,0,1.0,29.334936000000003,Express 3500 Passenger,Other,Diesel
2001,17991,2414.0099999999998,30,1.0,24.658352,Camaro,Manual,Petrol
2018,10350,50665.24188,145,1.3,24.658352,Silverado 1500 Double Cab,Automatic,Petrol
